car,price,body,mileage,engV,engType,registration,year,model,drive,purchase_date
Hyundai,5800,sedan,110,NA,Other,yes,2007,Accent,,28-11-2016
Volkswagen,3700,crossover,267,NA,Diesel,no,2000,Golf IV,full,29-11-2016
Audi,4799,vagon,260,2.5,Diesel,no,2002,A6 Allroad,full,30-11-2016
Nissan,7500,sedan,200,2,Petrol,yes,2003,Primera,front,01-12-2016
Renault,4599,van,190,1.5,Diesel,yes,2003,Kangoo пасс.,front,02-12-2016
Skoda,5900,hatch,76,1.2,Petrol,yes,2007,Fabia,front,05-12-2016
Mitsubishi,17555,crossover,115,3,Gas,yes,2008,Pajero Wagon,full,06-12-2016
Mitsubishi,10500,sedan,130,2,Petrol,yes,2008,Lancer X,front,07-12-2016
Volkswagen,5000,vagon,265,2,Diesel,no,2006,Passat B6,front,08-12-2016
Mazda,3000,sedan,234,2,Gas,yes,1993,626,front,09-12-2016
BMW,4500,vagon,360,2,Petrol,yes,1993,520,rear,12-12-2016
Volkswagen,7990,sedan,180,1.8,Gas,yes,2005,Passat B5,front,13-12-2016
Mitsubishi,2600,vagon,93,2.5,Petrol,no,1997,Galant,front,14-12-2016
Renault,13000,hatch,75,2,Petrol,yes,2013,Megane,front,15-12-2016
VAZ,5200,sedan,88,1.6,Other,yes,2011,2115,front,16-12-2016
Renault,12399,van,177,2,Diesel,yes,2009,Trafic пасс.,front,19-12-2016
Audi,8600,sedan,154,1.8,Petrol,yes,2001,A6,front,20-12-2016
Volkswagen,8800,hatch,168,1.2,Diesel,yes,2013,Polo,front,21-12-2016
Audi,28500,sedan,74,1.8,Petrol,yes,2012,A4,front,22-12-2016
Nissan,12300,hatch,20,1.2,Petrol,yes,2013,Micra,front,23-12-2016
Volkswagen,6000,hatch,195,1.2,Gas,yes,2004,Polo,front,26-12-2016
Jeep,12500,crossover,149,2.8,Diesel,yes,2008,Cherokee,full,27-12-2016
Skoda,8550,hatch,145,1.4,Diesel,yes,2010,Fabia,front,28-12-2016
BMW,28000,other,100,5,Petrol,yes,2005,M5,,29-12-2016
Hyundai,7500,hatch,60,1.1,Petrol,yes,2011,i10,front,30-12-2016
Fiat,9700,other,201,2,Diesel,yes,2007,Scudo пасс.,front,02-01-2017
GAZ,15000,sedan,1,12,Petrol,yes,1962,21,rear,03-01-2017
VAZ,1799,sedan,5,1.3,Gas,yes,1987,2105,rear,04-01-2017
Mitsubishi,9350,sedan,94,1.5,Gas,yes,2010,Lancer X,,05-01-2017
Skoda,8200,vagon,175,1.6,Gas,yes,2008,Octavia,front,06-01-2017
Toyota,6500,sedan,248,2,Petrol,yes,2001,Avensis,front,09-01-2017
VAZ,3000,sedan,88,1.6,Petrol,yes,2006,1118,front,10-01-2017
Citroen,6700,hatch,117,1.6,Petrol,yes,2006,C4,front,11-01-2017
Skoda,15300,vagon,140,1.6,Diesel,yes,2012,Superb,front,12-01-2017
Chevrolet,4700,hatch,133,1.5,Petrol,yes,2005,Aveo,front,13-01-2017
Renault,6800,van,185,1.6,Other,yes,2006,Kangoo пасс.,front,16-01-2017
Mercedes-Benz,5000,sedan,350,1.8,Other,yes,1995,C-Class,rear,17-01-2017
Peugeot,5600,other,126,1.6,Diesel,yes,2012,Partner груз.,front,18-01-2017
Opel,4900,vagon,251,1.8,Petrol,yes,1997,Vectra B,front,19-01-2017
Mitsubishi,800,sedan,340,NA,Other,yes,1986,Galant,,20-01-2017
Jaguar,26000,sedan,17,3,Petrol,yes,2009,XF,rear,23-01-2017
Ford,5400,hatch,248,1.8,Petrol,yes,2002,Focus,front,24-01-2017
Peugeot,7500,hatch,112,1.4,Gas,yes,2010,207,front,25-01-2017
Mercedes-Benz,8700,sedan,196,2,Gas,yes,2000,E-Class,rear,27-01-2017
Nissan,16500,crossover,210,2.5,Diesel,yes,2007,Pathfinder,full,30-01-2017
Volkswagen,7700,vagon,287,1.9,Diesel,yes,2002,Sharan,front,31-01-2017
Volvo,15500,sedan,99,2,Petrol,yes,2011,S40,front,01-02-2017
Honda,15000,hatch,65,1.8,Petrol,yes,2010,Civic,front,02-02-2017
BMW,32500,sedan,148,3,Petrol,yes,2011,535,rear,03-02-2017
VAZ,926.25,vagon,200,1.5,Petrol,yes,1999,2104,rear,06-02-2017
Opel,10700,van,250,2.5,Diesel,yes,2007,Vivaro пасс.,front,07-02-2017
Ford,11400,hatch,42,1,Petrol,yes,2013,Focus,front,08-02-2017
Peugeot,4800,van,362,2,Diesel,yes,2002,Expert пасс.,front,09-02-2017
Audi,0,sedan,60,6.3,Petrol,yes,2013,A8,full,10-02-2017
Mercedes-Benz,40000,crossover,152,5,Gas,yes,2006,G 500,full,13-02-2017
Nissan,9500,sedan,155,99.99,Gas,yes,2007,Teana,front,14-02-2017
BMW,3500,sedan,280,NA,Petrol,no,1996,730,rear,15-02-2017
VAZ,1450,sedan,13,NA,Petrol,yes,1996,2107,rear,16-02-2017
BMW,17500,crossover,210,3,Diesel,yes,2005,X5,,17-02-2017
Toyota,28500,crossover,97,3.5,Petrol,yes,2012,Highlander,full,20-02-2017
Mitsubishi,18900,crossover,93,3.8,Gas,yes,2008,Pajero Wagon,full,21-02-2017
Mercedes-Benz,11900,sedan,110,2.57,Petrol,yes,2004,C-Class,full,22-02-2017
Ford,6800,hatch,86,1.25,Gas,yes,2009,Fiesta,front,23-02-2017
Renault,0,van,150,2.5,Diesel,yes,2007,Trafic пасс.,front,27-02-2017
Toyota,6900,hatch,92,1.3,Petrol,yes,2006,Yaris,front,28-02-2017
Volkswagen,31310,van,0,2,Diesel,yes,2014,Touran,front,01-03-2017
Daewoo,4700,sedan,165,1.6,Gas,yes,2006,Lanos,front,02-03-2017
Mercedes-Benz,3250,sedan,250,4,Diesel,no,2002,S 400,rear,03-03-2017
Volkswagen,11818.95,sedan,1,1.6,Petrol,yes,2014,Polo,front,06-03-2017
Volkswagen,3500,sedan,3,1.8,Petrol,yes,1991,Passat B3,front,07-03-2017
Opel,8600,hatch,108,1.2,Petrol,yes,2012,Corsa,front,08-03-2017
BMW,85900,crossover,19,3,Diesel,yes,2015,X6,full,09-03-2017
Opel,3950,sedan,225,1.8,Petrol,yes,1998,Vectra B,front,10-03-2017
Volkswagen,10493,other,1,1.4,Petrol,yes,2014,Polo,front,14-03-2017
Mercedes-Benz,28000,other,250,3,Diesel,yes,2008,GL 320,full,15-03-2017
Audi,9500,vagon,160,2.7,Gas,yes,2003,A6 Allroad,full,16-03-2017
ZAZ,1600,hatch,86,1.2,Petrol,yes,2004,1102 Таврия,front,17-03-2017
BMW,5000,other,300,1.8,Petrol,yes,1994,318,rear,20-03-2017
Seat,7800,hatch,199,1.8,Petrol,yes,2005,Leon,front,21-03-2017
Kia,11700,crossover,140,NA,Diesel,yes,2010,Soul,front,22-03-2017
Chrysler,3900,sedan,180,2.5,Petrol,yes,1995,Stratus,front,23-03-2017
Opel,9900,vagon,143,1.91,Diesel,yes,2008,Astra H,front,24-03-2017
Honda,14000,sedan,104,2,Gas,yes,2008,Accord,front,27-03-2017
Mercedes-Benz,0,crossover,154,3,Diesel,yes,2009,ML 320,full,28-03-2017
Honda,11000,sedan,202,2,Petrol,yes,2007,Accord,front,29-03-2017
Honda,9700,hatch,110,1.8,Petrol,yes,2007,Civic,front,30-03-2017
Peugeot,5250,van,240,2,Diesel,yes,2004,Expert пасс.,front,31-03-2017
Mitsubishi,7300,sedan,112,1.6,Petrol,yes,2008,Lancer,front,03-04-2017
Land Rover,79500,crossover,40,5,Petrol,yes,2014,Range Rover Sport,full,05-04-2017
VAZ,1250,hatch,117,1.5,Gas,yes,2005,2109,front,06-04-2017
Skoda,7600,vagon,167,1.6,Petrol,yes,2007,Octavia,front,07-04-2017
Land Rover,39900,crossover,112,5,Petrol,yes,2010,Range Rover,full,10-04-2017
Toyota,7500,hatch,74,1.3,Petrol,yes,2008,Yaris,front,11-04-2017
BMW,12090,hatch,145,1.6,Petrol,yes,2010,116,rear,12-04-2017
Audi,3050,vagon,250,2.5,Other,no,2001,A6,front,13-04-2017
Renault,4000,van,194,1.9,Diesel,yes,2000,Kangoo пасс.,front,17-04-2017
Chevrolet,6900,sedan,118,1.8,Petrol,yes,2008,Lacetti,front,18-04-2017
Smart,7590,other,61,1,Other,yes,2012,Fortwo,rear,19-04-2017
Toyota,51500,crossover,70,3,Diesel,yes,2015,Land Cruiser Prado,full,20-04-2017
Peugeot,5350,van,188,1.9,Diesel,yes,2004,Partner пасс.,front,21-04-2017
Mercedes-Benz,38500,sedan,134,3,Diesel,yes,2010,S 350,rear,24-04-2017
Mitsubishi,4200,sedan,270,2,Gas,yes,1998,Galant,front,25-04-2017
Volkswagen,2600,van,10,2.4,Diesel,yes,1988,LT пасс.,rear,26-04-2017
Mitsubishi,3200,sedan,330,1.3,Gas,yes,1996,Lancer,front,27-04-2017
Audi,5999,vagon,248,2.5,Diesel,yes,2000,A6,full,28-04-2017
Volkswagen,52300,crossover,19,3,Diesel,yes,2014,Touareg,full,02-05-2017
Geely,5300,sedan,70,1.8,Gas,yes,2013,Emgrand 7 (EC7),front,03-05-2017
Peugeot,14799,vagon,130,1.6,Diesel,yes,2012,508,front,04-05-2017
BMW,26500,sedan,70,3,Petrol,yes,2008,330,rear,05-05-2017
Audi,43000,crossover,1,2,Petrol,yes,2016,Q3,full,08-05-2017
BMW,139000,crossover,0,4.4,Petrol,yes,2016,X6 M,full,09-05-2017
Daewoo,2800,sedan,171,1.3,Gas,yes,2004,Sens,front,10-05-2017
Mercedes-Benz,3750,vagon,330,2.2,Gas,yes,1995,E-Class,rear,11-05-2017
Mitsubishi,4500,sedan,300,1.6,Gas,yes,2000,Carisma,front,12-05-2017
Citroen,11700,hatch,72,1.6,Diesel,yes,2012,C4,front,15-05-2017
Porsche,0,crossover,68,4.8,Petrol,yes,2007,Cayenne,full,16-05-2017
Mazda,8000,sedan,195,1.8,Gas,yes,2007,6,front,17-05-2017
BMW,23500,crossover,74,2,Petrol,yes,2010,X1,rear,18-05-2017
Opel,9100,hatch,106,2.2,Petrol,yes,2008,Vectra C,front,19-05-2017
VAZ,1700,hatch,57,1.5,Petrol,yes,1992,21093,front,22-05-2017
BMW,0,crossover,4,4.4,Petrol,yes,2016,X5 M,full,23-05-2017
Chevrolet,5490,sedan,187,1.8,Petrol,yes,2007,Lacetti,front,24-05-2017
Ford,16400,sedan,125,2.5,Petrol,yes,2012,Kuga,full,25-05-2017
Ford,10900,sedan,89,2.5,Petrol,yes,2008,Mondeo,front,26-05-2017
Toyota,88000,crossover,3,4.5,Diesel,yes,2016,Land Cruiser 200,full,29-05-2017
Ford,16900,sedan,80,2,Petrol,yes,2011,Mondeo,front,30-05-2017
Audi,4800,sedan,341,2.8,Petrol,yes,1992,100,front,31-05-2017
VAZ,4000,sedan,146,1.6,Gas,yes,2007,2170,front,01-06-2017
Renault,7500,vagon,168,1.5,Diesel,yes,2005,Grand Scenic,front,02-06-2017
Audi,34500,sedan,71,2.8,Petrol,yes,2012,A6,full,05-06-2017
BMW,24500,crossover,195,4.8,Petrol,yes,2007,X5,full,06-06-2017
Mercedes-Benz,23700,sedan,86,1.8,Gas,yes,2013,E-Class,rear,07-06-2017
FAW,4900,sedan,37,1.5,Petrol,yes,2013,V5,front,08-06-2017
BMW,66500,crossover,0,2,Other,yes,2016,X5,full,09-06-2017
Volkswagen,21900,sedan,107,3,Diesel,yes,2009,Phaeton,full,12-06-2017
Ford,800,sedan,500,NA,Other,yes,1991,Sierra,,13-06-2017
Infiniti,13400,crossover,137,4.5,Gas,yes,2004,FX 45,full,14-06-2017
Daewoo,3500,hatch,220,1.5,Petrol,yes,1998,Lanos,front,15-06-2017
Volkswagen,6950,other,217,1.9,Diesel,yes,2006,Caddy пасс.,,16-06-2017
Mazda,8900,sedan,122,2,Petrol,yes,2006,6,front,19-06-2017
Chevrolet,5900,sedan,164,1.8,Gas,yes,2006,Lacetti,front,20-06-2017
Audi,16300,vagon,180,3.2,Petrol,yes,2006,A6 Allroad,full,21-06-2017
Volkswagen,6700,van,16,2,Diesel,yes,2005,Caddy пасс.,front,22-06-2017
Mitsubishi,8500,sedan,110,2,Petrol,yes,2008,Lancer X,front,23-06-2017
Porsche,23900,crossover,74,4.8,Petrol,yes,2008,Cayenne,full,27-06-2017
Skoda,5800,hatch,161,1.4,Petrol,yes,2005,Fabia,front,28-06-2017
Nissan,14300,hatch,68,NA,Other,yes,2013,Leaf,front,29-06-2017
Subaru,8700,hatch,112,1.5,Petrol,yes,2008,Impreza,full,30-06-2017
Kia,9500,hatch,45,1.2,Other,yes,2012,Picanto,front,03-07-2017
Skoda,5550,hatch,147,1.2,Petrol,yes,2008,Fabia,front,04-07-2017
Audi,34000,crossover,119,2,Diesel,yes,2013,Q5,full,05-07-2017
Opel,2950,vagon,278,2,Gas,yes,1995,Omega,rear,06-07-2017
Mercedes-Benz,14800,sedan,218,3.2,Diesel,yes,2004,S 320,rear,07-07-2017
Jeep,7200,crossover,200,4,Gas,yes,2001,Grand Cherokee,full,10-07-2017
Suzuki,12200,hatch,15,1.3,Gas,yes,2014,Splash,,11-07-2017
Peugeot,11900,hatch,117,1.6,Diesel,yes,2011,308,front,12-07-2017
Nissan,17000,hatch,22,NA,Other,yes,2013,Leaf,rear,13-07-2017
Hyundai,11990,sedan,36,1.4,Petrol,yes,2013,Accent,front,14-07-2017
Hyundai,19500,crossover,105,3,Diesel,yes,2008,ix55 (Veracruz),full,17-07-2017
Hyundai,39500,crossover,1,2.2,Diesel,yes,2014,Santa FE,full,18-07-2017
Land Rover,43000,crossover,70,3.6,Diesel,yes,2010,Range Rover,full,19-07-2017
Infiniti,25700,crossover,120,3.5,Petrol,yes,2009,FX 35,full,20-07-2017
Land Rover,74000,crossover,49,3,Diesel,yes,2015,Range Rover Sport,full,21-07-2017
Geely,3250,sedan,129,1.5,Gas,yes,2008,CK,front,24-07-2017
Volkswagen,24000,sedan,3,1.6,Diesel,yes,2016,Jetta,front,25-07-2017
Renault,4000,sedan,215,1.9,Diesel,no,2005,Laguna,front,26-07-2017
Chevrolet,6000,sedan,140,1.5,Petrol,yes,2010,Aveo,front,27-07-2017
VAZ,3000,sedan,140,1.5,Petrol,yes,2002,2110,front,28-07-2017
Skoda,12300,sedan,56,1.2,Petrol,yes,2014,Rapid,front,31-07-2017
Toyota,11550,sedan,95,2.4,Petrol,yes,2007,Camry,front,01-08-2017
Peugeot,9200,hatch,39,1,Petrol,yes,2012,107,front,02-08-2017
Nissan,9800,crossover,65,2,Petrol,yes,2010,Qashqai,front,03-08-2017
Mercedes-Benz,13500,van,97,2.2,Diesel,yes,2013,Vito груз.,rear,04-08-2017
Geely,8800,sedan,53,1.8,Petrol,yes,2013,Emgrand 7 (EC7),front,07-08-2017
Mercedes-Benz,12500,sedan,230,5,Petrol,yes,2002,E-Class,rear,08-08-2017
ZAZ,3800,other,130,99.99,Gas,yes,2008,110557,,09-08-2017
Toyota,20500,sedan,105,2.5,Petrol,yes,2013,Camry,front,10-08-2017
Daewoo,2100,hatch,100,0.8,Petrol,yes,2006,Matiz,front,11-08-2017
Daewoo,3700,sedan,86,1.3,Petrol,yes,2010,Sens,front,14-08-2017
Mazda,7999,sedan,91,1.6,Petrol,yes,2008,3,front,16-08-2017
Audi,19999,crossover,117,4.2,Petrol,yes,2007,Q7,full,17-08-2017
Alfa Romeo,15999,hatch,60,1.4,Petrol,yes,2012,Giulietta,front,18-08-2017
Honda,30500,crossover,0,2.4,Petrol,yes,2015,CR-V,full,21-08-2017
Nissan,13700,crossover,68,2,Gas,yes,2011,Qashqai,front,22-08-2017
Volkswagen,8900,sedan,62,1.6,Petrol,yes,2012,Polo,front,23-08-2017
Nissan,21700,crossover,29,2,Diesel,yes,2013,X-Trail,full,24-08-2017
Mercedes-Benz,3.00E+05,sedan,68,6,Petrol,yes,2011,S 600,,28-08-2017
Toyota,19400,crossover,88,2,Petrol,yes,2011,Rav 4,full,29-08-2017
Hyundai,12650,hatch,36,1.4,Diesel,yes,2014,i30,front,30-08-2017
Nissan,15700,crossover,65,2,Petrol,yes,2012,Qashqai,,31-08-2017
Audi,29999,sedan,97,3,Petrol,yes,2011,S5,full,01-09-2017
Mazda,10650,crossover,65,2.3,Petrol,yes,2007,CX-7,full,04-09-2017
Opel,7300,sedan,184,1.8,Petrol,yes,2006,Vectra C,,05-09-2017
Renault,8900,van,181,1.9,Diesel,yes,2006,Trafic пасс.,front,06-09-2017
Skoda,24999,sedan,44,2,Diesel,yes,2016,Octavia A7,front,07-09-2017
Hummer,18400,crossover,147,3.5,Gas,yes,2007,H3,full,08-09-2017
BMW,27900,crossover,140,3,Diesel,yes,2009,X5,full,11-09-2017
Lexus,14200,sedan,130,3,Petrol,yes,2008,IS 300,rear,12-09-2017
Skoda,17500,sedan,58,NA,Petrol,yes,2011,Superb,front,13-09-2017
Nissan,8900,crossover,100,2,Petrol,yes,2008,X-Trail,full,14-09-2017
Mercedes-Benz,7700,sedan,285,3,Diesel,yes,1999,E-Class,rear,15-09-2017
VAZ,4100,crossover,117,1.7,Petrol,yes,2008,2121,full,18-09-2017
Mazda,10800,crossover,85,2.3,Petrol,yes,2008,CX-7,full,19-09-2017
VAZ,3150,hatch,95,1.6,Gas,yes,2008,2109,front,20-09-2017
VAZ,5300,sedan,62,1.6,Petrol,yes,2012,2115,front,21-09-2017
UAZ,6900,crossover,117,2.7,Petrol,yes,2008,Патриот,full,22-09-2017
Hyundai,6200,hatch,59,1.4,Petrol,yes,2008,Getz,front,25-09-2017
Hyundai,14800,crossover,88,2,Gas,yes,2010,IX35,full,26-09-2017
Lexus,23500,sedan,90,3.5,Petrol,yes,2010,GS 350,full,27-09-2017
Skoda,4100,vagon,150,1.4,Petrol,yes,2002,Fabia,front,28-09-2017
Mitsubishi,10500,sedan,57,1.5,Gas,yes,2011,Lancer X,front,29-09-2017
Toyota,13200,sedan,38,1.33,Petrol,yes,2014,Corolla,front,03-10-2017
Toyota,23700,sedan,100,2.5,Gas,yes,2014,Camry,front,04-10-2017
Audi,7200,sedan,300,NA,Gas,yes,1999,A6,,05-10-2017
Ford,17600,crossover,83,2.5,Gas,yes,2011,Kuga,full,06-10-2017
Volkswagen,9200,van,248,1.9,Diesel,yes,2007,T5 (Transporter) груз,front,09-10-2017
Skoda,8600,hatch,240,NA,Petrol,yes,2003,Octavia,front,10-10-2017
Peugeot,11200,sedan,105,1.6,Diesel,yes,2013,301,front,11-10-2017
Opel,4800,vagon,250,1.3,Diesel,yes,2006,Combo пасс.,front,12-10-2017
Daewoo,3700,sedan,185,NA,Gas,yes,2007,Nexia,front,13-10-2017
Audi,48000,crossover,90,3,Diesel,yes,2013,Q7,full,16-10-2017
Mercedes-Benz,13500,van,290,2.2,Diesel,yes,2007,Vito пасс.,rear,17-10-2017
Honda,9900,crossover,86,2,Petrol,yes,2004,CR-V,full,18-10-2017
Mercedes-Benz,83000,crossover,70,3,Diesel,yes,2013,GL 350,full,19-10-2017
Hyundai,7500,sedan,150,3.3,Gas,yes,2006,Sonata,front,23-10-2017
Volkswagen,23300,sedan,115,1.8,Petrol,yes,2012,Passat CC,,24-10-2017
Mercedes-Benz,6500,other,315,2,Petrol,yes,1996,E-Class,rear,25-10-2017
VAZ,3000,sedan,99,1.3,Petrol,yes,1990,2109,front,26-10-2017
Renault,10999,vagon,216,1.5,Diesel,yes,2012,Megane,full,27-10-2017
Opel,4500,sedan,258,2,Gas,yes,1996,Omega,rear,30-10-2017
Mercedes-Benz,24750,sedan,212,5.5,Petrol,yes,2006,S 500,rear,31-10-2017
Honda,5500,crossover,169,2,Gas,no,2002,CR-V,full,01-11-2017
Peugeot,11500,sedan,146,2,Petrol,yes,2010,407,front,02-11-2017
Lexus,25500,sedan,185,4.6,Petrol,yes,2008,LS 460,rear,03-11-2017
Nissan,13000,crossover,159,3.5,Petrol,yes,2007,Murano,full,06-11-2017
Toyota,14000,sedan,1,1.8,Petrol,yes,2008,Avensis,front,07-11-2017
Renault,8999,other,126,2,Diesel,yes,2012,Trafic груз.,front,08-11-2017
Mercedes-Benz,13000,other,247,2.2,Diesel,yes,2012,Sprinter 313 груз.,rear,09-11-2017
Renault,10299,other,176,2,Diesel,yes,2013,Trafic груз.,front,10-11-2017
Volkswagen,9400,hatch,187,1.6,Petrol,yes,2008,Golf V,front,13-11-2017
Ford,2500,van,200,2,Gas,yes,1991,Transit пасс.,rear,14-11-2017
Audi,2500,hatch,200,1.6,Petrol,no,1999,A3,front,15-11-2017
Opel,8800,van,285,1.9,Diesel,yes,2004,Vivaro пасс.,front,16-11-2017
Nissan,5500,sedan,260,1.8,Gas,yes,1999,Primera,front,17-11-2017
Volkswagen,5900,sedan,217,2.3,Petrol,yes,1999,Bora,front,20-11-2017
Suzuki,7700,crossover,179,2,Petrol,yes,2003,Grand Vitara,full,21-11-2017
Mercedes-Benz,7700,sedan,230,2,Petrol,yes,2001,C-Class,rear,22-11-2017
Volkswagen,12700,van,75,1.2,Petrol,yes,2012,Caddy пасс.,front,23-11-2017
Peugeot,7800,van,167,2.2,Diesel,yes,2008,Boxer груз.,front,24-11-2017
Hyundai,17500,crossover,100,2,Other,yes,2012,IX35,full,27-11-2017
Mercedes-Benz,12700,other,198,2.2,Diesel,yes,2011,Vito груз.,,28-11-2017
Volkswagen,10300,hatch,110,1.9,Diesel,yes,2008,Caddy пасс.,front,29-11-2017
Fiat,2300,hatch,286,1.6,Petrol,yes,1991,Tipo,front,30-11-2017
Mercedes-Benz,18700,sedan,105,5.5,Petrol,yes,2006,S 500,rear,01-12-2017
Renault,5200,sedan,160,1.4,Gas,yes,2008,Symbol,front,04-12-2017
Nissan,23500,crossover,154,2.49,Diesel,yes,2011,Murano,full,05-12-2017
Volkswagen,17200,crossover,220,2.5,Diesel,yes,2006,Touareg,full,06-12-2017
Land Rover,39900,crossover,70,3,Diesel,yes,2011,Range Rover Sport,full,07-12-2017
Skoda,14700,vagon,77,1.8,Petrol,yes,2012,Octavia Scout,full,08-12-2017
Volkswagen,6400,van,312,2.5,Diesel,yes,2000,T4 (Transporter) груз,full,11-12-2017
Chrysler,25800,sedan,100,3.5,Gas,yes,2010,300 C,rear,12-12-2017
Volkswagen,21500,sedan,2,1.6,Diesel,yes,2016,Jetta,front,13-12-2017
Ford,1600,sedan,51,2,Gas,yes,1983,Sierra,rear,14-12-2017
Chery,3300,sedan,79,1.6,Petrol,yes,2007,Amulet,front,15-12-2017
Rover,3200,sedan,130,1.4,Petrol,yes,1988,200,front,18-12-2017
Renault,5400,sedan,96,1.4,Petrol,yes,2007,Symbol,front,19-12-2017
Peugeot,2800,sedan,244,2,Gas,yes,1990,605,front,20-12-2017
Mercedes-Benz,31000,crossover,220,3.2,Diesel,yes,2008,GL 320,full,21-12-2017
Volkswagen,9600,van,148,1.6,Diesel,yes,2011,Caddy груз.,front,22-12-2017
Nissan,17500,hatch,50,NA,Other,yes,2014,Leaf,front,26-12-2017
Mazda,6700,sedan,240,1.8,Petrol,yes,2004,6,front,27-12-2017
Toyota,21900,crossover,110,4,Gas,yes,2006,FJ Cruiser,,28-12-2017
Skoda,11999,sedan,80,1.8,Petrol,yes,2012,Octavia A5,front,29-12-2017
Daewoo,3900,sedan,129,1.5,Petrol,yes,2008,Lanos,front,01-01-2018
Toyota,9300,sedan,107,1.8,Gas,yes,2007,Avensis,front,02-01-2018
Audi,2600,sedan,160,2.5,Diesel,no,2002,A6,,03-01-2018
Mercedes-Benz,40500,crossover,54,5.5,Petrol,yes,2011,GL 500,full,04-01-2018
Renault,12800,vagon,127,1.5,Diesel,yes,2011,Megane,front,05-01-2018
Toyota,12800,sedan,181,2.4,Petrol,yes,2008,Camry,front,08-01-2018
Hyundai,9400,sedan,90,2,Petrol,yes,2009,Sonata,front,09-01-2018
VAZ,1799,sedan,95,1.6,Petrol,yes,2003,2107,rear,10-01-2018
Volkswagen,22500,other,200,2,Petrol,yes,2011,Scirocco,front,11-01-2018
Toyota,9500,sedan,125,1.6,Petrol,yes,2009,Corolla,front,12-01-2018
Kia,16300,crossover,100,1.7,Diesel,yes,2012,Sportage,front,15-01-2018
Kia,6500,crossover,200,2,Petrol,yes,1997,Sportage,full,16-01-2018
VAZ,5250,hatch,82,1.6,Gas,yes,2012,2114,front,17-01-2018
Nissan,18500,hatch,50,NA,Other,yes,2014,Leaf,front,18-01-2018
Mercedes-Benz,0,van,0,2.2,Diesel,yes,2016,V 250,full,19-01-2018
Renault,5700,van,180,1.5,Diesel,yes,2007,Kangoo пасс.,front,22-01-2018
BMW,2700,sedan,220,2.5,Petrol,no,2002,525,rear,23-01-2018
Mercedes-Benz,2150,sedan,360,2.9,Diesel,no,1997,E-Class,rear,24-01-2018
Hyundai,15500,crossover,22,2,Petrol,yes,2010,IX35,front,25-01-2018
Volkswagen,9500,van,188,1.9,Diesel,yes,2006,T5 (Transporter) пасс.,front,29-01-2018
Chevrolet,6300,sedan,150,NA,Gas,yes,2008,Aveo,front,30-01-2018
Skoda,4700,hatch,145,1.2,Gas,yes,2004,Fabia,front,31-01-2018
Opel,11000,sedan,115,2.2,Petrol,yes,2007,Vectra C,front,01-02-2018
Volkswagen,15850,crossover,98,2,Diesel,yes,2008,Tiguan,full,02-02-2018
Peugeot,7650,other,186,1.6,Diesel,no,2012,308,front,05-02-2018
Hyundai,12000,hatch,7,1.4,Petrol,yes,2013,i30,front,06-02-2018
Honda,9699,hatch,101,1.8,Petrol,yes,2007,Civic,front,07-02-2018
Peugeot,9500,other,39,1.6,Petrol,yes,2009,308,front,08-02-2018
Skoda,12300,sedan,109,1.9,Diesel,yes,2009,Octavia A5,front,09-02-2018
Hyundai,7500,hatch,150,1.25,Petrol,yes,2011,i20,front,12-02-2018
Honda,12400,sedan,152,2,Petrol,yes,2008,Accord,front,14-02-2018
Renault,4999,sedan,140,1.4,Petrol,yes,2011,Logan,front,15-02-2018
Toyota,3300,van,345,2.4,Diesel,yes,1992,Hiace пасс.,rear,16-02-2018
Hyundai,16900,crossover,78,2,Petrol,yes,2011,IX35,full,19-02-2018
Mitsubishi,18700,crossover,52,2,Petrol,yes,2013,Outlander XL,,20-02-2018
Audi,25900,sedan,104,2.8,Petrol,yes,2010,A6,full,21-02-2018
Hyundai,4600,hatch,140,1.1,Gas,yes,2006,Getz,front,22-02-2018
Ford,15900,hatch,11,1,Petrol,yes,2015,Focus,front,23-02-2018
Volkswagen,4999,sedan,145,2,Petrol,yes,2000,Bora,front,26-02-2018
Skoda,11500,sedan,99,1.6,Petrol,yes,2010,Octavia A5,front,27-02-2018
Ford,3200,sedan,190,2.3,Gas,yes,1997,Scorpio,rear,28-02-2018
Volkswagen,20300,other,30,1.4,Petrol,yes,2013,Scirocco,front,01-03-2018
Honda,14500,crossover,107,2.4,Gas,yes,2008,CR-V,full,05-03-2018
Skoda,7750,vagon,109,2,Petrol,yes,2001,Octavia Tour,front,06-03-2018
Mercedes-Benz,14200,crossover,210,NA,Gas,yes,2004,ML 350,full,07-03-2018
Mitsubishi,8500,hatch,65,1.3,Petrol,yes,2010,Colt,front,08-03-2018
Nissan,7500,sedan,160,1.6,Petrol,yes,2006,Primera,front,09-03-2018
Citroen,10600,hatch,61,1.6,Petrol,yes,2011,C3,front,12-03-2018
Mitsubishi,17800,crossover,111,2.4,Petrol,yes,2011,Outlander XL,full,13-03-2018
Kia,5800,hatch,108,1.12,Diesel,yes,2008,Picanto,front,14-03-2018
Renault,6800,sedan,87,1.4,Petrol,yes,2013,Symbol,front,15-03-2018
Audi,51500,crossover,28,3,Diesel,yes,2014,Q7,full,16-03-2018
Mercedes-Benz,0,crossover,0,3,Petrol,yes,2016,GLS 400,full,19-03-2018
Lexus,32555,crossover,77,3.5,Petrol,yes,2011,RX 350,full,20-03-2018
